fragment,author_label,year,day,author_name
"def check_p1(r, c, dr, dc, word):
    return (
        letters.get((r, c)) == word[0]
        and letters.get((r + dr, c + dc)) == word[1]
        and letters.get((r + 2 * dr, c + 2 * dc)) == word[2]
        and letters.get((r + 3 * dr, c + 3 * dc)) == word[3]
    )


counter = 0
counter2 = 0

patterns = {""X"": [""X"", ""M"", ""A"", ""S""], ""S"": [""S"", ""A"", ""M"", ""X""]}",author_20,2024,4,
"def cmp(a, b):
    if (a, b) in rules:
        return -1
    elif (b, a) in rules:
        return 1
    else:
        return 0


for u in updates:
    for iu in range(len(u) - 1):
        if (u[iu], u[iu + 1]) not in rules:
            u.sort(key=functools.cmp_to_key(cmp))
            s2 += int(u[len(u) // 2])

            break
    else:
        s += int(u[len(u) // 2])

print(s)
print(s2)",author_20,2024,5,
"def walk(grid, current_position, facing):
    visited = set()
    loop = True

    while (current_position, facing) not in visited:
        visited.add((current_position, facing))

        dr = -1 if facing == UP else 1 if facing == DOWN else 0
        dc = -1 if facing == LEFT else 1 if facing == RIGHT else 0

        if (current_position[0] + dr > ROWS or current_position[0] + dr < 0) or (
            current_position[1] + dc > COLS or current_position[1] + dc < 0
        ):
            loop = False
            break

        if grid[(current_position[0] + dr, current_position[1] + dc)] == OBSTACLE:
            facing = FACES[(FACES.index(facing) + 1) % 4]
        else:
            current_position = (current_position[0] + dr, current_position[1] + dc)

    return visited, loop",author_20,2024,6,
"def calc_p2(acc, numbers, result, part_2=False):
    if acc > result:
        return False

    if not numbers:
        return acc == result

    numbers_cln = numbers.copy()
    n = numbers_cln.popleft()

    c1 = calc_p2(acc * n, numbers_cln, result)
    c2 = calc_p2(acc + n, numbers_cln, result)
    c3 = calc_p2(int(f""{acc}{n}""), numbers_cln, result)

    return c1 or c2 or c3


s = 0
s2 = 0",author_20,2024,7,
"for p in pairs:
    (dr, dc) = (p[0][0] - p[1][0], p[0][1] - p[1][1])

    for new in [[p[0][0] + dr, p[0][1] + dc], [p[1][0] - dr, p[1][1] - dc]]:
        i = 0
        while 0 <= new[0] < ROWS and 0 <= new[1] < ROWS:
            if i == 0:
                antinodes_p1.add(tuple(new))

            antinodes_p2.add(tuple(new))",author_20,2024,8,
"for a in availables:
        if availables_size[a] >= len(full_map[end]):
            full_map[a].extend(full_map[end])

            full_map[end] = [-1] * len(full_map[end])
            availables_size[a] -= len(full_map[end])

            if availables_size[a] == 0:
                del availables_size[a]

            break
    else:
        end -= 1",author_20,2024,9,
"def walk(coord, visited):
    if grid[coord] == 9:
        visited.add(coord)

    for n in [(-1, 0), (1, 0), (0, -1), (0, 1)]:
        new_coord = (coord[0] + n[0], coord[1] + n[1])

        if new_coord in grid and grid[new_coord] == grid[coord] + 1:
            walk(new_coord, visited)

    return len(visited)",author_20,2024,10,
"class Year2024Day1Part1Solution(Solution):

    @classmethod
    @override
    def parse_input(cls, text_input: str) -> dict[str, list[int]]:
        left = []
        right = []

        for row in text_input.split('\n'):
            if not row:
                continue

            x, y = map(int, row.split())

            left.append(x)
            right.append(y)

        return {'left': left, 'right': right}
",author_21,2024,1,Kyrylo-Ktl
"@classmethod
    @final
    def is_safe(cls, report: list[int]) -> bool:
        is_decreasing = True
        is_increasing = True

        for x, y in pairwise(report):
            # Checking if safe
            if not (1 <= abs(x - y) <= 3):
                return False

            if x > y:
                is_increasing = False

            if x < y:
                is_decreasing = False

        return is_decreasing or is_increasing",author_21,2024,2,
"class Year2024Day3Part1Solution(Solution):

    @classmethod
    @override
    def parse_input(cls, text_input: str) -> dict[str, str]:
        return {'memory': text_input}

    @classmethod
    @override
    def solve(cls, memory: str) -> int:
        """"""
        Time:  O(n*m)
        Space: O(k)

        Where n - length of the memory string,
              m - maximum number of digits in mul expression,
              k - number of mul expressions
        """"""
        total_sum = 0

        for x, y in re.findall(r'mul\((\d+),(\d+)\)', memory):
            total_sum += int(x) * int(y)

        return total_sum",author_21,2024,3,
"@classmethod
    @override
    def solve(cls, matrix: list[str]) -> int:
        """"""
        Time:  O((n+m)*(n+m)*k)
        Space: O(n*m)

        Where n - number of rows in matrix
              m - number of columns in matrix
              k - target string length
        """"""
        matches = 0

        for row in cls.get_rows(matrix):
            matches += row.count(cls.STRAIGHT_TARGET)
            matches += row.count(cls.REVERSED_TARGET)

        for column in cls.get_columns(matrix):
            matches += column.count(cls.STRAIGHT_TARGET)
            matches += column.count(cls.REVERSED_TARGET)

        for diagonal in cls.get_main_diagonals(matrix):
            matches += diagonal.count(cls.STRAIGHT_TARGET)
            matches += diagonal.count(cls.REVERSED_TARGET)

        for diagonal in cls.get_side_diagonals(matrix):
            matches += diagonal.count(cls.STRAIGHT_TARGET)
            matches += diagonal.count(cls.REVERSED_TARGET)

        return matches",author_21,2024,4,
"@classmethod
    @override
    def solve(cls, rules: dict[int, set], updates: list[list[int]]) -> int:
        valid_sum = 0

        for update in updates:
            is_valid = True
            seen = set()

            for page in update:
                if rules[page] & seen:
                    is_valid = False
                seen.add(page)

            if is_valid:
                valid_sum += update[len(update) // 2]

        return valid_sum


if __name__ == '__main__':
    print(Year2024Day5Part1Solution.main())",author_21,2024,5,
"@dataclass
class Guard:
    direction: Direction
    position: Position

    def move_forward(self) -> Self:
        return Guard(
            position=self.position.move(self.direction),
            direction=self.direction,
        )

    def turn_right(self) -> Self:
        return Guard(
            position=self.position,
            direction=self.direction.turn_right(),
        )",author_21,2024,6,
"class Year2024Day7Part1Solution(Solution):

    @classmethod
    @override
    def parse_input(cls, text_input: str) -> dict[str, list[Equation]]:
        equations = []

        for line in text_input.split('\n'):
            answer, expression = line.split(': ')

            answer = int(answer)
            expression = [int(num) for num in expression.split()]

            equations.append((answer, expression))

        return {'equations': equations}

    @classmethod
    @override
    def solve(cls, equations: list[Equation]) -> int:
        """"""
        Time:  O(n*k^m)
        Space: O(1)

        Where n - number of equations,
              m - maximum size of equation
              k - number of possible operations
        """"""
        possible_sum = 0",author_21,2024,7,
"@staticmethod
    def get_antinode_positions(start: Position, end: Position, max_x: int, max_y) -> Iterable[Position]:
        x1, y1 = start
        x2, y2 = end

        # Distances to antinode per axis
        dx = x1 - x2
        dy = y1 - y2

        # Left antinode position
        dx1 = x1 + dx
        dy1 = y1 + dy

        if 0 <= dx1 < max_x and 0 <= dy1 < max_y:
            yield dx1, dy1

        # Right antinode position
        dx2 = x2 - dx
        dy2 = y2 - dy

        if 0 <= dx2 < max_x and 0 <= dy2 < max_y:
            yield dx2, dy2",author_21,2024,8,
"class Year2024Day9Part1Solution(Solution):

    @classmethod
    @override
    def parse_input(cls, text_input: str) -> dict[str, list[int]]:
        disk = []

        for digit in text_input:
            disk.append(int(digit))

        return {'disk': disk}

    @classmethod
    @override
    def solve(cls, disk: list[int]) -> int:
        """"""
        Time:  O(n*m)
        Space: O(n*m)

        Where n - disk map length,
              m - maximum block size (9 in this case)
        """"""
        memory = []",author_21,2024,9,
"@classmethod
    @override
    def solve(cls, matrix: list[list[int]]) -> int:
        """"""
        Time:  O(n*m*k^2)
        Space: O(k)

        Where n - number of topographic map rows
              m - number of topographic map columns
              k - maximum hiking trail length (10 in this case)
        """"""
        n = len(matrix)
        m = len(matrix[0])
",author_21,2024,10,
"def distance_between_lists(tuples):
    # sort the numbers
    first_parts = sorted([t[0] for t in tuples])
    second_parts = sorted([t[1] for t in tuples])
    # get the abs distances per object summed
    total_distance = sum(abs(l - r) for l, r in zip(first_parts, second_parts))
    return total_distance

def similarity_score(tuples):
    # make a counter map of the right part
    rights_counts = Counter([t[0] for t in tuples])

    # sum for everything in left part the number * count
    score = sum(num * rights_counts[num] for num in [t[1] for t in tuples])
    return score",author_22,2024,1,Lkeurentjes
"def count_reports(reports, removal=False):
    safe_counter = 0
    for report in reports:
        if is_safe(report):
            # counter for part 1
            safe_counter += 1
        elif removal and safe_removal(report):
            # removal counter for part 2
            safe_counter += 1
    return safe_counter


with open('2024-02-Red-Nosed-Reports.txt') as f:
    lines = f.read().splitlines()
    int_lines = [[int(item) for item in line.split()] for line in lines]
    print(""Part 1, The number of safe reports are:"", count_reports(int_lines))
    print(""Part 2, The number of safe reports are:"", count_reports(int_lines, True))",author_22,2024,2,
"def extract_multiplications(memory):
    # regex pattern for multiplications
    pattern = r""mul\(\s*(-?\d+)\s*,\s*(-?\d+)\s*\)""
    # makes a list with tuples of the integers
    matches = re.findall(pattern, memory)
    # sum the multiplication
    return sum(int(x) * int(y) for x, y in matches)


def extract_do_dont_mul(memory):
    #define all the paterns
    mul_pattern = r""mul\(\s*(-?\d+)\s*,\s*(-?\d+)\s*\)""
    do_pattern = r""do\(\)""
    dont_pattern = r""don't\(\)""

    # Initialize multiply bool and total score
    multiply = True
    total = 0

    # Sequentially process the memory string
    pos = 0
    while pos < len(memory):
        # Check for do
        do_match = re.match(do_pattern, memory[pos:])
        if do_match:
            multiply = True
            pos += do_match.end()
            continue",author_22,2024,3,
"def count_xmas(grid, word=""XMAS""):
    count = 0

    # all possible directions in word search
    directions = [
        (0, 1),  # Horizontal right
        (0, -1),  # Horizontal left
        (1, 0),  # Vertical down
        (-1, 0),  # Vertical up
        (1, 1),  # Diagonal down-right
        (1, -1),  # Diagonal down-left
        (-1, 1),  # Diagonal up-right
        (-1, -1)  # Diagonal up-left
    ]

    # Iterate through the grid
    for x in range(len(grid)):
        for y in range(len(grid[0])):
            for dir in directions:
                if found_xmas(x, y, dir, grid, word):
                    count += 1

    return count",author_22,2024,4,
"with open('2024-05-Print_Queue.txt') as f:
    lines = f.read().splitlines()
    rules = [tuple(map(int, line.split('|'))) for line in lines[:lines.index('')]]
    updates = [list(map(int, line.split(','))) for line in lines[lines.index('') + 1:]]

    result ,result_incorrect  = 0, 0
    for update in updates:
        if is_update_valid(update, rules):
            result += find_middle_page(update)
        else:
            result_incorrect += find_middle_page(reorder_update(update, rules))

    print(""Part 1, the result of the middle indexes"",result)
    print(""Part 2, the result of the middle indexes"",result_incorrect)",author_22,2024,5,
"class Grid:
    def __init__(self, lines):
        self.height = len(lines)
        self.width = len(lines[0])

        self.start = [0, 0]
        self.obstacles = []
        for i in range(self.height):
            for j in range(self.width):
                if lines[i][j] == '#':
                    self.obstacles.append((i, j))
                if lines[i][j] == '^':
                    self.start = (i, j)

        self.pos = self.start

        self.directions = [(-1, 0), (0, 1), (1, 0), (0, -1)]
        self.dir = 0

        self.visited = set()

        self.check = 0",author_22,2024,6,
"@lru_cache
def recursive_evaluator(result, current, numbers, part1=True):
    # check result
    if len(numbers) == 0:
        return result == current

    # early false
    if current > result:
        return False

    # Precompute digits for mathematical concatenation instead of int(str(current) + str(numbers[0]))
    digits = math.ceil(math.log10(numbers[0] + 1)) if numbers[0] > 0 and not part1 else 1

    return (recursive_evaluator(result, current + numbers[0], numbers[1:], part1) or  # summation
            recursive_evaluator(result, current * numbers[0], numbers[1:], part1) or  # multiplication
            (not part1 and recursive_evaluator(result, current * (10 ** digits) + numbers[0], numbers[1:], part1)))  # concatenation",author_22,2024,7,
"def find_antinodes(self, part2=False):
        """"""Find and count unique antinode positions based on antenna placement.""""""
        max_steps = max(self.width, self.height) if part2 else 2
        start_step = 0 if part2 else 1

        # Iterate over each frequency and compute antinodes for antenna pairs
        for freq, positions in self.antennas.items():
            for (x1, y1), (x2, y2) in combinations(positions, 2):
                dx, dy = x2 - x1, y2 - y1

                # Extend antinode positions in both directions
                self._extend_antinode_positions(x1, y1, -dx, -dy, start_step, max_steps)
                self._extend_antinode_positions(x2, y2, dx, dy, start_step, max_steps)

        return len(self.antinodes)

if __name__ == ""__main__"":
    # Read input and process the grid
    with open('2024-08-Resonant_Collinearity.txt') as file:
        lines = file.read().splitlines()

    antennas = Grid(lines)

    # Output results for both parts
    print(""Part 1, number of unique antinodes:"", antennas.find_antinodes())
    print(""Part 2, number of unique antinodes:"", antennas.find_antinodes(part2=True))",author_22,2024,8,
"def clean_up_disk_whole_files(tupledisk):
    set_used = set()

    for file_index in range(len(tupledisk) - 1, 0, -1):
        file = tupledisk[file_index]
        if file[0] != ""free"" and file not in set_used:
            set_used.add(file) # to make sure they can only be found ones

            # look for free space big enough
            for i, space in enumerate(tupledisk):
                if i >= file_index: # big enough space needs to be before
                    break

                if space[0] == ""free"":
                    if space[1] == file[1]:
                        # same space is change places
                        tupledisk[i], tupledisk[file_index] = tupledisk[file_index], tupledisk[i]
                        break
                    elif space[1] > file[1]:
                        # change part of free with disk
                        remaining = space[1] - file[1]
                        tupledisk[i], tupledisk[file_index] = file, (""free"", file[1])
                        tupledisk.insert(i + 1, (""free"", remaining))
                        break

    return tupledisk",author_22,2024,9,
"def find_trailheads(self):
        scores = []

        for x, y in self.starts:
            # BFS to get scores
            queue = deque([(x, y)])
            visited = set()
            reachable_finish = set()

            while queue:
                x,y = queue.popleft()

                if (x, y) in visited:
                    continue
                visited.add((x, y))

                if self.grid[x, y] == 9:
                    reachable_finish.add((x, y))
                    continue

                for nx, ny in self.get_neighbors(x, y):
                    if (nx, ny) not in visited and self.grid[nx, ny] == self.grid[x, y] + 1:
                        queue.append((nx, ny))

            # add numbers 9 that are reachable
            scores.append(len(reachable_finish))

        return scores",author_22,2024,10,
"def _parse(data: str) -> tuple[list[int], list[int]]:
    left, right = [], []
    for line in data.splitlines():
        line = line.strip()
        if not line:
            continue
        first, second = line.split()
        left.append(int(first))
        right.append(int(second))
    return left, right


def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT)
    11
    """"""
    left, right = _parse(data)
    return sum(abs(x - y) for (x, y) in zip(sorted(left), sorted(right)))",author_23,2024,1,ephemient
"def _issafe1(report: list[int]) -> bool:
    decreasing, increasing = False, False
    for x, y in zip(report, report[1:]):
        delta = x - y
        if -3 <= delta <= -1:
            decreasing = True
            if increasing:
                break
        elif 1 <= delta <= 3:
            increasing = True
            if decreasing:
                break
        else:
            break
    else:
        return True
    return False",author_23,2024,2,
"def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT_1)
    161
    """"""
    return sum(int(m.group(1)) * int(m.group(2)) for m in _pattern.finditer(data))


def part2(data: str) -> int:
    """"""
    >>> part2(SAMPLE_INPUT_2)
    48
    """"""
    return sum(
        part1(subdata[: subdata.index(""don't()"")] if ""don't()"" in subdata else subdata)
        for subdata in data.split(""do()"")
    )


parts = (part1, part2)",author_23,2024,3,
"def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT)
    18
    """"""
    lines = data.splitlines()
    return sum(
        all(
            (y2 := y + i * dy) in range(len(lines))
            and (x2 := x + i * dx) in range(len(lines[y2]))
            and lines[y2][x2] == c
            for i, c in enumerate(""XMAS"")
        )
        for y, line in enumerate(lines)
        for x in range(len(line))
        for dx in range(-1, 2)
        for dy in range(-1, 2)
    )",author_23,2024,4,
"def _parse(data: str) -> tuple[set[tuple[int, int]], list[list[int]]]:
    (deps, updates) = data.split(""\n\n"")
    deps = {
        tuple(int(page) for page in line.split(""|""))
        for line in deps.splitlines()
        if line
    }
    updates = [
        [int(page) for page in line.split("","")] for line in updates.splitlines() if line
    ]
    return deps, updates


def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT)
    143
    """"""
    deps, updates = _parse(data)
    return sum(
        pages[len(pages) // 2]
        for pages in updates
        if all((y, x) not in deps for i, x in enumerate(pages) for y in pages[i + 1 :])
    )",author_23,2024,5,
"def part2(data: str, concurrency: int = None) -> int:
    """"""
    >>> part2(SAMPLE_INPUT)
    6
    """"""
    initial_pos, max_bounds, obstructions = _parse(data)
    return _part2(
        initial_pos,
        max_bounds,
        obstructions,
    )


parts = (part1, part2)",author_23,2024,6,
"def _solve(data: str, op: Callable[[int, int], Iterable[int]]) -> int:
    total = 0
    for line in filter(None, data.splitlines()):
        lhs, rhs = line.split("":"", maxsplit=1)
        lhs, rhs = int(lhs), [int(value) for value in rhs.split()]

        def ok(x, remaining):
            y = remaining[-1]
            return (
                x == y
                if len(remaining) == 1
                else any(ok(z, remaining[:-1]) for z in op(x, y))
            )

        if ok(lhs, rhs):
            total += lhs
    return total",author_23,2024,7,
"def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT)
    14
    """"""
    return _solve(data, (1,))


def part2(data: str) -> int:
    """"""
    >>> part2(SAMPLE_INPUT)
    34
    """"""
    return _solve(data, _Count())


parts = (part1, part2)",author_23,2024,8,
"def part1(data: str) -> int:
    """"""
    >>> part1(SAMPLE_INPUT)
    1928
    """"""
    data = list(zip_longest(*((int(c) for c in data if c.isdigit()),) * 2, fillvalue=0))
    end, offset, total = len(data), 0, 0
    for i, (used, free) in enumerate(data):
        if i >= end:
            break
        total += i * _rangesum(offset, used)
        offset += used
        for j in range(end - 1, i, -1):
            used2, free2 = data[j]
            moved = min(free, used2)
            total += j * _rangesum(offset, moved)
            offset += moved
            free -= moved
            if not free:
                data[j] = used2 - moved, free2 + moved
                break
            end = j
        offset += free
    return total",author_23,2024,9,
"def _adj(point: tuple[int, int]) -> list[tuple[int, int]]:
    y, x = point
    return [(y - 1, x), (y, x - 1), (y, x + 1), (y + 1, x)]


def _bfs[T](
    elevations: list[set[tuple[int, int]]],
    start: Callable[[tuple[int, int]], T],
    plus: Callable[[T, T], T],
):
    acc = {key: start(key) for key in elevations[0]}
    for points in elevations[1:]:
        tmp = {}
        for key, value in acc.items():
            for point in _adj(key):
                if point in points:
                    tmp[point] = plus(value, tmp[point]) if point in tmp else value
        acc = tmp
    return acc",author_23,2024,10,
"for line in lines:
    l1Loc, l2Loc = map(int, line.split())
    l1.append(l1Loc)
    l2.append(l2Loc)
summ = sum(abs(i-j) for i,j in zip(sorted(l1), sorted(l2)))
print(summ)",author_24,2024,1,Samarth-Pai
"for line in lines:
    intLine = list(map(int, line.split()))
    l1, l2 = intLine, intLine[1:]
    isIncreasing = (l1[1] - l1[0])>0
    for i, j in zip(l1, l2):
        if not 1<=abs(i-j)<=3 or isIncreasing and (j - i)<0 or not isIncreasing and (j - i)>0:
            break
    else:
        safe+=1
        
print(safe)",author_24,2024,2,
"from operator import mul
import re
with open(""input.txt"") as f:
    line = f.read()
    
matches = re.finditer(r""mul\((\d{1,3}),(\d{1,3})\)"", line)
summ = sum(mul(*map(int, m.groups())) for m in matches)
print(summ)",author_24,2024,3,
"def matches(x, y):
    combs = 0

    # check north
    if x>2 and  """".join(lines[x-i][y] for i in range(4)) == ""XMAS"":
        combs+=1 
    # Check north east
    if x>2 and y<nCols-3 and """".join(lines[x-i][y+i] for i in range(4)) == ""XMAS"":
        combs+=1
    # Check east
    if y<nCols-3 and lines[x][y:y+4] == ""XMAS"":
        combs+=1
    # Check south east
    if x<nRows-3 and y<nCols-3 and """".join(lines[x+i][y+i] for i in range(4)) == ""XMAS"":
        combs+=1
    # Check south
    if x<nRows-3 and """".join(lines[x+i][y] for i in range(4)) == ""XMAS"":
        combs+=1
    # Check south west
    if y>2 and x<nRows-3 and """".join(lines[x+i][y-i] for i in range(4)) == ""XMAS"":
        combs+=1
    # Check west
    if y>2 and """".join(lines[x][y-i] for i in range(4)) == ""XMAS"":
        combs+=1
    # Check north west
    if x>2 and y>2 and """".join(lines[x-i][y-i] for i in range(4)) == ""XMAS"":
        combs+=1
    return combs",author_24,2024,4,
"from collections import defaultdict
with open(""input.txt"") as f:
    lines = f.read().splitlines()
    
firstDone = False
firstSection, secondSection = [], []
for line in lines:
    if line == """":
        firstDone = True
        continue
    if not firstDone:
        firstSection.append(line)
    else:
        secondSection.append(line)
        
pageDict = defaultdict(list)
for page in firstSection:
    x, y = page.split(""|"")
    pageDict[x].append(y)",author_24,2024,5,
"places = set()
places.add((x,y))
while not onCorner():
    if currDir==""^"":
        if lines[x-1][y]==""#"":
            currDir = nextDirs[currDir]
            continue
        x-=1
    elif currDir=="">"":
        if lines[x][y+1]==""#"":
            currDir = nextDirs[currDir]
            continue
        y+=1
    elif currDir==""v"":
        if lines[x+1][y]==""#"":
            currDir = nextDirs[currDir]
            continue
        x+=1
    else:
        if lines[x][y-1]==""#"":
            currDir = nextDirs[currDir]
            continue
        y-=1
    places.add((x, y))
    
print(len(places))",author_24,2024,6,
"from itertools import product
with open(""input.txt"") as f:
    lines = f.read().splitlines()
    
def isPossible(target: int, nums: list[int]):
    if sum(nums) == target:
        return True
    n = len(nums)
    for opers in product(""*+"", repeat=n-1):
        total = nums[0]
        for k, op in zip(nums[1:], opers):
            if op==""*"":
                total*=k
            else:
                total+=k
            if total==target:
                return True
    return False",author_24,2024,7,
"for i in range(m):
    for j in range(n):
        if lines[i][j] not in [""#"", "".""]:
            antennas[lines[i][j]].append((i, j))

for ant, coords in antennas.items():
    for i in range(len(coords)):
        coord = coords[i]
        remainingCoords = coords[:i] + coords[i+1:]
        for c in remainingCoords:
            nextCoord = (c[0]+(c[0] - coord[0]),c[1] + (c[1] - coord[1]))
            if coordExists(*nextCoord):
                lineList[nextCoord[0]][nextCoord[1]] = ""#""

hashtags = sum(map(lambda x:x.count(""#""), lineList))
print(hashtags)",author_24,2024,8,
"while not disk[j].isdigit():
    j-=1
    
while i<j:
    disk[i], disk[j] = disk[j], disk[i]
    i+=1
    j-=1
    while disk[i]!=""."":
        i+=1
    while not disk[j].isdigit():
        j-=1
        
summ = 0
for en, num in enumerate(disk):
    if num==""."":
        break
    summ+=int(num)*en
    
print(summ)",author_24,2024,9,
"def findScore(c, x, y, coords):
    if c == ""9"":
        coords.add((x, y))
        return
    
    nxt = nexts.get(lines[x][y])
    #check up
    if x>0 and nxt == lines[x-1][y]:
        findScore(lines[x-1][y], x-1, y, coords)
    # check right
    if y<n-1 and nxt == lines[x][y+1]:
        findScore(lines[x][y+1], x, y+1, coords)
        
    # check down
    if x<m-1 and nxt == lines[x+1][y]:
        findScore(lines[x+1][y], x+1, y, coords)
    
    # check left
    if y>0 and nxt == lines[x][y-1]:
        findScore(lines[x][y-1], x, y-1, coords)",author_24,2024,10,
"total = 0
left = []
right = []

for i in data:
    a = i.split(""   "")
    left.append(int(a[0]))
    right.append(int(a[1]))

left.sort()
right.sort()

for i in range(len(left)):
    total += abs(left[i]-right[i])

print(total)

total2 = 0

for i in range(len(left)):
    total2+= left[i]*right.count(left[i])

print(total2)",author_25,2024,1,SpiderScripts
"def checkone(a):
    b = sorted(a)
    c = sorted(a,reverse=True)
    if a == b:
        this = a[0]
        for j in a[1:]:
            if j == this or j > this + 3:
                return False
            this = j
    elif a == c:
        this = a[0]
        for j in a[1:]:
            if j == this or j < this - 3:
                return False
            this = j
    else:
        return False
    return True

def checkrem(a):
    safe = False
    for i in range(len(a)):
        if checkone(a[:i]+a[i+1:]):
            safe = True
            break
    return safe",author_25,2024,2,
"for i in result:
    if i == ""do()"":
        do = True
    elif i == ""don't()"":
        do = False
    else:
        num = i[4:-1].split("","")
        val = int(num[0])*int(num[1])
        total1 += val
        if do == True:
            total2 += val

print(total1)
print(total2)",author_25,2024,3,
"# left/right
for i in range(height):
    for j in range(width-3):
        this = data[i][j:j+4]
        if this == ""XMAS"" or this == ""SAMX"":
            total1 += 1

# up/down
for i in range(height-3):
    for j in range(width):
        this = data[i][j] + data[i+1][j] + data[i+2][j] + data[i+3][j]
        if this == ""XMAS"" or this == ""SAMX"":
            total1 += 1

# diag down
for i in range(height-3):
    for j in range(width-3):
        this = data[i][j] + data[i+1][j+1] + data[i+2][j+2] + data[i+3][j+3]
        if this == ""XMAS"" or this == ""SAMX"":
            total1 += 1",author_25,2024,4,
"def makesafe(pages):
    fixed = []
    while pages != []:
        for i in range(len(pages)):
            thislist = list(pages)
            thisitem = thislist.pop(i)
            if len(set(rules[thisitem]).intersection(thislist)) == 0:
                fixed.insert(0,thisitem)
                pages = list(thislist)
                break
    return int(fixed[len(fixed)//2])

for i in data:
    if i == """":
        flag = False
    # create dictionary for page order rules
    elif flag:
        pair = i.split(""|"")
        if pair[0] in rules:
            rules[pair[0]] += [pair[1]]
        else:
            rules[pair[0]] = [pair[1]]
    # original part 1 solution
    else:
        pages = i.split("","")
        if checksafe(pages):
            total += int(pages[len(pages)//2])
        else:
            total2 += makesafe(pages)",author_25,2024,5,
"def countpath(grid,direc,pos):
    total = 0

    while True:
        step = movement[direc]
        newpos = [pos[0] + step[0],pos[1] + step[1]]
        if newpos[0] < 0 or newpos[0] >= height:
            grid[pos[0]][pos[1]] += direc
            break
        elif newpos[1] < 0 or newpos[1] >= width:
            grid[pos[0]][pos[1]] += direc
            break
        elif grid[newpos[0]][newpos[1]] == -1:
            grid[pos[0]][pos[1]] += direc
            direc *= 2
            if direc == 16: direc = 1
        else:
            if grid[pos[0]][pos[1]] & direc == direc:
                # found a loop
                return False
            grid[pos[0]][pos[1]] += direc
            pos = newpos.copy()",author_25,2024,6,
"for i in range(len(data)):
    if i % 10 == 0:
        print(i,time.time()-start)
    this = data[i].split()
    target = int(this[0][:-1])
    ops = len(this) - 2
    #for j in itertools.product(""+*"", repeat=ops): # (part 1)
    for j in itertools.product(""+*|"", repeat=ops): # (part 2)
        x = this[1]
        for k in range(ops):
            if j[k] == ""|"":
                x = int(str(x)+this[k+2])
            else:
                x = eval(str(x)+j[k]+this[k+2])
            if x > target:
                break
        if int(x) == target:
            total += target
            break

print(total)
print(time.time() - start)",author_25,2024,7,
"ant = {}
hotspot = set()

h = len(data)
w = len(data[0])


for i in range(h):
    for j in range(w):
        this = data[i][j]
        if this != ""."":
            if this in ant:
                ant[this] += [(i,j)]
            else:
                ant[this] = [(i,j)]",author_25,2024,8,
"s = 0
e = len(files)-1
# compress memory
for i in spaces:
    if s < e:
        disk += [s]*files[s]
        files[s] == 0
        s += 1
        while i > 0:
            disk += [e]
            files[-1] -= 1
            if files[-1] == 0:
                del files[-1]
                e -= 1
            i -= 1
    else:
        disk += [s]*files[s]
        break

print(""P1: Data compressed"")",author_25,2024,9,
"def path(s):
    q = [s]
    d = [0]
    while q:
        this = q.pop(0)
        x = this[0]
        y = this[1]
        val = int(data[x][y])
        if val == 9:
            d[0] += 1
            if this not in d:
                d.append(this)
        else:
            n = str(val+1)
            if x < h-1:
                if data[x+1][y] == n: q.append([x+1,y])
            if x > 0:
                if data[x-1][y] == n:
                    q.append([x-1,y])
            if y < w-1:
                if data[x][y+1] == n:
                    q.append([x,y+1])
            if y > 0:
                if data[x][y-1] == n:
                    q.append([x,y-1])
    return d",author_25,2024,10,
